GEOID,NAME,ABBR,year,indicator_id,category,dimension,indicator_label,value_pwd,value_pwod,value_raw,direction,transform,weight,source_status,notes,value_transformed,value_winsor,z_score,score_100_unadjusted,score_100
27,Minnesota,MN,2024,eq_score_home,CL,equity,Living at Home: Equity,90.14870190296146,98.62445328507164,8.475751382110175,lower_better,none,1,acs_ready,NA,8.475751382110175,8.475751382110175,2.141693003846932,98.38909029630638,1.610909703693622
28,Mississippi,MS,2024,eq_score_home,CL,equity,Living at Home: Equity,94.25101658232347,97.52213736208542,3.2711207797619295,lower_better,none,1,acs_ready,NA,3.2711207797619295,3.2711207797619295,-1.0927317515922461,13.725579727733129,86.27442027226687
29,Missouri,MO,2024,eq_score_home,CL,equity,Living at Home: Equity,92.98939097705872,98.1563556401113,5.166964663052582,lower_better,none,1,acs_ready,NA,5.166964663052582,5.166964663052582,0.0854430041332777,53.404539710615516,46.595460289384484
30,Montana,MT,2024,eq_score_home,CL,equity,Living at Home: Equity,92.73210221973513,98.19833437572008,5.46623215598494,lower_better,none,1,acs_ready,NA,5.46623215598494,5.46623215598494,0.2714231940053336,60.696721743824966,39.303278256175034
31,Nebraska,NE,2024,eq_score_home,CL,equity,Living at Home: Equity,92.59715459868292,98.32893692594882,5.73178232726589,lower_better,none,1,acs_ready,NA,5.73178232726589,5.73178232726589,0.4364497085508029,66.87447599419605,33.12552400580395
32,Nevada,NV,2024,eq_score_home,CL,equity,Living at Home: Equity,96.97347812784088,99.16792834469412,2.194450216853255,lower_better,none,1,acs_ready,NA,2.194450216853255,2.194450216853255,-1.7618301349728542,3.904900079761825,96.09509992023817
33,New Hampshire,NH,2024,eq_score_home,CL,equity,Living at Home: Equity,91.53629203933028,97.94975999910366,6.413467959773385,lower_better,none,1,acs_ready,NA,6.413467959773385,6.413467959773385,0.8600841705651981,80.5128676852179,19.4871323147821
34,New Jersey,NJ,2024,eq_score_home,CL,equity,Living at Home: Equity,93.85259495657192,98.72096984072412,4.868374884152175,lower_better,none,1,acs_ready,NA,4.868374884152175,4.868374884152175,-0.10011601943332264,46.01261087806182,53.98738912193818
35,New Mexico,NM,2024,eq_score_home,CL,equity,Living at Home: Equity,95.21677272490558,98.54571870473823,3.3289459798326533,lower_better,none,1,acs_ready,NA,3.3289459798326533,3.3289459798326533,-1.0567962024847675,14.5302303914277,85.4697696085723
36,New York,NY,2024,eq_score_home,CL,equity,Living at Home: Equity,91.379034373762,97.6770993040014,6.298064930239391,lower_better,none,1,acs_ready,NA,6.298064930239391,6.298064930239391,0.7883668011501588,78.47589080245405,21.524109197545954
37,North Carolina,NC,2024,eq_score_home,CL,equity,Living at Home: Equity,94.07484697553924,97.93939139750026,3.864544421961014,lower_better,none,1,acs_ready,NA,3.864544421961014,3.864544421961014,-0.7239478233100727,23.454888417645048,76.54511158235495
38,North Dakota,ND,2024,eq_score_home,CL,equity,Living at Home: Equity,89.38016270693015,97.3608700878814,7.980707380951259,lower_better,none,1,acs_ready,NA,7.980707380951259,7.980707380951259,1.8340472370834595,96.66765087269523,3.3323491273047665
39,Ohio,OH,2024,eq_score_home,CL,equity,Living at Home: Equity,92.68417923628424,98.4025533227858,5.718374086501555,lower_better,none,1,acs_ready,NA,5.718374086501555,5.718374086501555,0.42811713912013355,66.5717080398648,33.4282919601352
40,Oklahoma,OK,2024,eq_score_home,CL,equity,Living at Home: Equity,93.83653688107393,97.79172037843014,3.9551834973562303,lower_better,none,1,acs_ready,NA,3.9551834973562303,3.9551834973562303,-0.6676200468227013,25.218807896887412,74.78119210311259
41,Oregon,OR,2024,eq_score_home,CL,equity,Living at Home: Equity,92.69315887787354,98.55867262113298,5.8655137432594415,lower_better,none,1,acs_ready,NA,5.8655137432594415,5.8655137432594415,0.5195572786201026,69.83139096111996,30.168609038880035
42,Pennsylvania,PA,2024,eq_score_home,CL,equity,Living at Home: Equity,91.953331936874,97.53802763777652,5.584695700902529,lower_better,none,1,acs_ready,NA,5.584695700902529,5.584695700902529,0.34504252486152415,63.4968799310192,36.5031200689808
